filename,x,y,z,roll,pitch,yaw
7392-N_.png,167.63736,-97.599609,56.276417,-69.849556,43.96423,"80.375832
"
7393-N_.png,281.98938,-55.585369,-84.150307,-102.729294,46.039436,"71.512405
"
7394-N_.png,270.819427,-17.611645,26.337545,-95.140442,53.106953,"85.63327
"
7395-N_.png,365.907135,-64.279091,-21.359062,-84.038879,57.098679,"102.59845
"
7396-N_.png,126.139244,41.258572,-48.586166,-64.113922,58.665543,"135.595871
"
7397-N_.png,82.073051,-35.603279,95.532326,-58.430058,46.819088,"101.774506
"
7398-N_.png,300.711792,174.125397,-101.601036,-94.758469,75.491043,"118.300949
"
7399-N_.png,335.987335,-5.065599,54.275547,-55.611141,49.817841,"127.840508
"
74-N_.png,238.904099,-23.733416,-32.024319,-141.202408,-67.171753,"129.95256
"
740-N_.png,154.255905,71.97081,69.183258,-60.829224,-65.119797,"82.678879
"
7400-N_.png,195.735657,27.489531,49.808365,-84.191437,58.657341,"105.222115
"
7401-N_.png,288.550995,-37.924561,-63.84404,-94.748596,44.09536,"72.032204
"
7402-N_.png,370.287292,-80.04763,19.331285,-62.059135,49.145206,"107.804619
"
7403-N_.png,84.928955,-9.20098,1.187653,-57.343845,51.673923,"130.596008
"
7404-N_.png,277.815002,-59.991455,-74.322563,-93.289085,43.755806,"71.988129
"
7405-N_.png,108.045052,-94.664612,43.114624,-65.719009,47.133419,"93.917236
"
7406-N_.png,57.776871,19.937237,48.35638,-53.370007,58.156105,"159.565826
"
7407-N_.png,73.00235,-3.241196,-73.274582,117.124557,71.075752,"-13.010477
"
7408-N_.png,95.386124,120.220909,60.161598,-45.056255,40.959534,"165.353439
"
7409-N_.png,159.683289,-57.75938,-27.983822,-100.995338,44.19566,"69.616005
"
741-N_.png,178.934311,-112.732437,-15.326602,-116.802238,-65.056076,"93.343941
"
7410-N_.png,153.654617,-131.659973,27.891302,-74.933296,48.700211,"91.087578
"
7411-N_.png,156.616211,3.003672,9.557434,-98.641785,64.420334,"99.008949
"
7412-N_.png,99.368561,-17.490639,68.051224,-65.581642,58.239414,"130.60849
"
7413-N_.png,211.981628,-44.776436,-128.890884,-115.25621,44.531193,"64.164925
"
7414-N_.png,331.013672,-142.879089,94.617706,-54.911694,47.55822,"112.811234
"
7415-N_.png,152.259811,-31.155876,14.534769,-79.01609,64.742516,"122.014427
"
7416-N_.png,350.66275,68.484192,-171.387085,-132.556412,63.693573,"69.097984
"
7417-N_.png,88.69471,-54.300293,-43.194115,-92.619812,58.721348,"95.946373
"
7418-N_.png,318.965942,23.793589,240.974289,-35.868122,32.834995,"149.112045
"
7419-N_.png,361.84375,-84.754364,9.737474,-73.950966,55.127201,"108.877304
"
742-N_.png,236.087173,9.173042,-67.76931,-125.26622,-54.067741,"132.229797
"
7420-N_.png,120.495117,34.365898,36.686649,-84.434601,59.70438,"105.985443
"
7421-N_.png,178.147781,-10.60333,-57.800846,-86.837257,62.749779,"108.583832
"
7422-N_.png,225.518417,-60.237473,-6.549335,-76.872559,55.605679,"106.200172
"
7423-N_.png,367.225159,174.899918,-87.719154,-79.144096,68.753014,"127.581207
"
7424-N_.png,330.656616,-36.167133,95.431267,-54.467243,49.532532,"126.412628
"
7425-N_.png,116.26828,9.549414,-19.300098,-74.626274,54.904827,"107.101967
"
7426-N_.png,147.7724,-77.891747,36.127426,-49.914501,45.236832,"98.353233
"
7427-N_.png,154.846466,-57.140884,0.697205,-81.854927,48.073166,"84.110802
"
7428-N_.png,358.849609,-54.708374,186.169205,-57.619171,48.810024,"112.209541
"
7429-N_.png,370.151489,32.104507,-143.882507,-115.156532,55.467304,"73.790016
"
743-N_.png,139.340118,-25.633673,5.40699,-68.255486,-63.400066,"79.062195
"
7430-N_.png,240.721497,-61.389984,95.23365,-73.821121,50.433441,"95.8452
"
7431-N_.png,101.602753,-42.246288,-87.664825,-129.474976,55.719437,"64.736015
"
7432-N_.png,99.123497,29.345705,-9.968082,-60.08395,68.840202,"155.49469
"
7433-N_.png,163.650742,-22.593479,33.480824,-104.973351,49.36845,"73.221931
"
7434-N_.png,218.313477,-38.762772,-121.18029,-145.19957,43.901196,"49.884083
"
7435-N_.png,301.637878,-12.167392,-59.097672,-85.310669,56.742691,"98.769386
"
7436-N_.png,138.178787,-51.61829,69.722107,-56.301731,49.417099,"118.181831
"
7437-N_.png,373.487244,-115.321037,7.508436,-87.99073,54.415966,"91.840996
"
7438-N_.png,156.993164,32.795525,-0.776121,-74.818459,58.648548,"114.939728
"
7439-N_.png,118.111656,65.88636,11.208158,-49.986485,47.471035,"128.522919
"
744-N_.png,120.944901,69.311264,48.427975,-70.741158,-68.27845,"109.437332
"
7440-N_.png,31.98514,-60.962975,13.909179,-47.007355,44.790478,"85.429138
"
7441-N_.png,326.50293,146.643951,-223.157654,-162.508026,69.750046,"49.109886
"
7442-N_.png,215.358414,42.750645,17.38196,-86.330452,59.979351,"103.420403
"
7443-N_.png,266.973633,-94.613411,-40.809006,-75.351746,49.822662,"92.224045
"
7444-N_.png,294.807861,-3.289538,58.133221,-47.115044,46.175045,"135.700806
"
7445-N_.png,252.405106,3.408935,-34.670601,-76.897636,59.03294,"112.588135
"
7446-N_.png,107.23954,-49.892803,47.078518,-61.176689,50.732674,"112.532707
"
7447-N_.png,210.721436,85.603882,160.740341,-51.621841,52.699959,"149.285614
"
7448-N_.png,135.058395,39.29216,-15.664023,-96.928619,51.672249,"80.414459
"
7449-N_.png,80.275475,-13.350126,-14.649938,-53.8279,47.144047,"107.040535
"
745-N_.png,146.545761,74.768784,44.260323,-63.57283,-62.487518,"73.230881
"
7450-N_.png,86.138298,2.055738,-72.290863,-101.677567,48.460022,"73.379143
"
7451-N_.png,63.686779,-76.572754,-7.043234,-84.973846,46.970432,"79.383339
"
7452-N_.png,165.553268,-11.445776,167.087143,-50.522091,47.534851,"122.606941
"
7453-N_.png,111.938377,-92.856064,-27.359648,-104.053322,50.003254,"73.909882
"
7454-N_.png,283.534485,4.999145,97.001045,-62.510941,54.830742,"124.285683
"
7455-N_.png,205.454147,18.553165,36.199108,-80.55349,63.804974,"116.458847
"
7456-N_.png,277.265411,36.911293,-201.800491,-133.851883,60.165016,"64.353317
"
7457-N_.png,160.279633,-0.924838,130.152161,-55.754017,50.007156,"120.37104
"
7458-N_.png,361.142334,-106.015106,-33.512215,-97.816772,49.355202,"76.327141
"
7459-N_.png,222.643753,-30.854622,-25.588148,-97.12764,55.194763,"85.062737
"
746-N_.png,93.333366,8.689114,41.272175,-81.510147,-59.926682,"49.741707
"
7460-N_.png,198.779221,-40.627319,23.457561,-99.005463,51.557667,"78.581612
"
7461-N_.png,296.168121,137.553589,-50.243515,-87.455978,67.552429,"113.747345
"
7462-N_.png,313.942444,-129.249069,33.849838,-81.460854,49.894829,"86.931252
"
7463-N_.png,166.5681,-9.098967,-20.254959,-98.033478,67.001266,"101.245277
"
7464-N_.png,386.286255,95.389862,-140.43045,-131.191116,71.611641,"75.556915
"
7465-N_.png,374.532928,-20.946795,-0.553775,-71.860893,56.723183,"113.013268
"
7466-N_.png,234.332748,3.004933,48.022167,-62.434956,53.343185,"118.44017
"
7467-N_.png,281.859802,-134.130692,-17.262424,-94.552048,50.271423,"79.174858
"
7468-N_.png,222.029434,0.964796,54.662582,-69.048248,57.497211,"118.915199
"
7469-N_.png,254.724701,-92.732414,-62.241852,-88.321915,53.058636,"87.834084
"
747-N_.png,190.4422,-97.194855,-131.342804,-165.90181,-46.99955,"140.408096
"
7470-N_.png,156.643234,69.167969,86.80265,-48.507847,48.631622,"140.939713
"
7471-N_.png,348.994659,-135.987335,16.497206,-78.622696,45.314224,"78.084969
"
7472-N_.png,281.178253,4.321396,93.520653,-66.412315,53.718361,"112.282707
"
7473-N_.png,256.636353,-50.419895,-73.079536,-104.784279,47.457569,"70.050133
"
7474-N_.png,361.643372,-144.646835,-39.791672,-90.137482,49.741783,"80.677124
"
7475-N_.png,331.579712,-28.099915,63.453053,-61.134819,55.611481,"127.604782
"
7476-N_.png,159.699921,45.946774,-14.241884,-67.783562,57.475212,"120.322639
"
7477-N_.png,64.147911,-18.321949,85.576607,-77.183807,45.86974,"79.704597
"
7478-N_.png,52.996628,-45.798103,-70.532951,-95.586594,-8.830669,"35.534962
"
7479-N_.png,35.805397,-216.701431,106.941406,-68.31279,31.038073,"46.004482
"
748-N_.png,211.970581,59.47245,2.122481,-119.24369,-55.240696,"131.586624
"
7480-N_.png,72.135399,32.022373,-55.57922,-78.492943,60.27367,"111.194656
"
7481-N_.png,113.662636,-19.321823,51.628246,-60.87888,56.049084,"128.985397
"
7482-N_.png,336.806793,113.945396,50.245499,-54.583401,66.238747,"160.004501
"
7483-N_.png,92.848801,21.735407,1.91561,-65.076706,60.63821,"131.885681
"
7484-N_.png,230.278091,-192.483948,-24.716736,-94.574738,39.308968,"63.90033
"
7485-N_.png,98.068329,-51.180851,51.108913,-72.429146,56.152973,"109.565613
"
7486-N_.png,240.953918,212.935745,-66.246307,136.686661,71.800636,"0.609197
"
7487-N_.png,368.487427,-145.701141,-87.488235,-103.255226,48.813091,"71.925194
"
7488-N_.png,233.291077,-20.063288,-4.871632,-68.077461,56.232182,"115.808746
"
7489-N_.png,378.370697,67.197334,-28.444794,-77.88781,65.498116,"121.051422
"
749-N_.png,331.005127,77.931381,-56.260948,-132.869019,-50.134041,"136.835205
"
7490-N_.png,375.606049,25.269346,23.969959,-65.241051,54.913113,"116.483475
"
7491-N_.png,322.368805,16.626266,-71.41394,-82.715668,59.008049,"103.204262
"
7492-N_.png,330.45105,44.424267,32.366245,-54.053474,52.220642,"131.779251
"
7493-N_.png,191.06456,-13.201236,28.373564,-51.046963,49.665352,"128.824463
"
7494-N_.png,100.073219,92.584091,17.536749,-77.072533,65.554565,"121.965355
"
7495-N_.png,257.52536,-83.557487,12.642311,-66.03508,52.661194,"107.764519
"
7496-N_.png,300.306549,107.390236,100.001625,-50.402798,51.243286,"140.498337
"
7497-N_.png,182.0625,-75.291748,52.738983,-87.599312,49.970688,"81.78595
"
7498-N_.png,370.988892,-6.144562,-219.998917,-124.06131,49.36076,"61.586349
"
7499-N_.png,353.615875,-86.822014,54.52298,-81.341042,52.049011,"90.035652
"
75-N_.png,190.250137,-17.528107,7.459509,-138.736694,-62.024105,"140.269608
"
750-N_.png,245.57959,-42.202614,37.075684,-110.614235,-61.197514,"112.193924
"
7500-N_.png,62.110989,58.785736,27.449329,-77.225037,59.624794,"110.417671
"
7501-N_.png,254.979355,-11.504047,32.835861,-72.665611,54.270073,"103.553017
"
7502-N_.png,211.451035,-16.227205,-28.933239,-69.672478,52.159962,"101.130913
"
7503-N_.png,284.69928,-9.271216,84.53614,-47.19936,48.053761,"135.005005
"
7504-N_.png,83.04673,55.62249,15.536521,-66.900215,54.045227,"110.260132
"
7505-N_.png,107.562744,-32.004303,-82.073036,-114.492149,34.167095,"55.154476
"
7506-N_.png,186.070282,61.715561,115.317101,-48.934982,49.296635,"133.845963
"
7507-N_.png,68.962112,-119.551323,28.735102,-85.418427,44.724567,"73.387184
"
7508-N_.png,62.0728,122.58371,38.693802,-43.269848,56.554539,"-179.491699
"
7509-N_.png,169.318787,-48.717026,54.70649,-49.659645,46.420799,"99.581375
"
751-N_.png,334.682129,91.045853,-152.710419,-133.711273,-46.646065,"141.072449
"
7510-N_.png,277.358185,-97.816269,50.362793,-85.767456,44.17083,"72.255112
"
7511-N_.png,169.527176,-76.453491,-46.533905,-106.712234,46.093288,"66.77829
"
7512-N_.png,304.560547,105.907837,-37.502144,-98.569824,71.307228,"104.525635
"
7513-N_.png,92.241776,-54.148266,2.327514,-98.54274,62.819527,"92.86702
"
7514-N_.png,80.810165,-57.229481,-5.612539,-53.2869,55.023605,"141.8694
"
7515-N_.png,62.429924,54.926823,-12.710105,-44.482361,40.110489,"-170.637573
"
7516-N_.png,39.282352,-73.007225,70.291122,-55.88942,47.710999,"99.128777
"
7517-N_.png,333.63089,93.79454,2.82928,-77.956123,64.457588,"117.786377
"
7518-N_.png,242.335312,-133.156815,30.362467,-77.402992,52.442619,"93.347679
"
7519-N_.png,211.721893,35.164837,-27.39102,-56.361515,58.521523,"142.292206
"
752-N_.png,65.305565,59.410976,50.363964,-87.153076,-63.569557,"94.126625
"
7520-N_.png,123.23262,-54.946381,22.574656,-70.856514,61.611095,"122.123108
"
7521-N_.png,337.88208,225.705444,73.33316,-45.449059,53.541615,"167.891922
"
7522-N_.png,179.667313,64.076294,-4.459459,-57.000385,54.87088,"130.380707
"
7523-N_.png,326.487823,-179.181549,104.717041,-71.099312,47.253952,"84.432167
"
7524-N_.png,134.440872,-17.665045,-83.466125,-81.426453,57.993488,"101.093758
"
7525-N_.png,83.08371,-11.070339,98.547157,-26.866106,34.807404,"136.457108
"
7526-N_.png,123.889824,-80.553391,28.661249,-104.128571,38.010075,"59.836018
"
7527-N_.png,72.980423,36.748459,-99.380142,-133.506439,44.175922,"53.445587
"
7528-N_.png,371.684875,-163.497818,-31.824497,-87.120605,42.611637,"68.979378
"
7529-N_.png,154.043533,-32.798248,46.571011,-65.332802,54.354225,"111.942543
"
753-N_.png,194.452621,-154.825211,-78.200592,172.073441,-49.824818,"143.96666
"
7530-N_.png,323.865234,-115.445038,-60.479412,-84.2239,52.917709,"88.341125
"
7531-N_.png,57.930759,9.227103,109.817558,-53.945038,51.889164,"125.799988
"
7532-N_.png,151.837738,-167.286865,-25.659458,-97.725266,17.267872,"45.397202
"
7533-N_.png,407.479218,-15.806011,77.594231,-67.296509,53.045273,"104.901848
"
7534-N_.png,113.898712,-5.923964,-4.357963,-92.040001,51.287125,"80.080406
"
7535-N_.png,393.129913,52.486084,146.765335,-48.248749,48.771431,"126.721489
"
7536-N_.png,360.936859,-158.733765,18.820015,-75.816177,50.83815,"90.119911
"
7537-N_.png,389.604004,100.1586,69.469345,-62.395618,59.957748,"131.584351
"
7538-N_.png,360.855499,18.552063,-112.428352,-94.926376,61.626526,"93.578781
"
7539-N_.png,356.055664,-11.419634,148.323807,-52.085541,51.597939,"129.138794
"
754-N_.png,182.751724,-36.994637,33.854752,-109.895744,-61.105335,"112.543045
"
7540-N_.png,186.978149,-6.725449,-7.99593,-100.554329,57.307934,"82.659142
"
7541-N_.png,161.914368,-58.073986,-84.95385,-125.413383,54.628162,"63.506851
"
7542-N_.png,158.804977,37.219707,-13.916849,-96.01519,60.99205,"91.470757
"
7543-N_.png,363.670898,83.62114,70.270721,-64.776047,57.611767,"121.144463
"
7544-N_.png,405.630768,-133.573212,-9.94296,-74.245796,52.329872,"94.740303
"
7545-N_.png,379.777863,38.905369,154.091507,-58.496265,57.115032,"131.699066
"
7546-N_.png,268.409271,-51.966576,-53.748764,-109.794281,55.795094,"74.181694
"
7547-N_.png,395.293732,-18.543758,-64.683968,-102.609146,57.21386,"80.768051
"
7548-N_.png,324.434265,-14.600228,-39.118073,-94.008629,54.834366,"83.684319
"
7549-N_.png,298.752441,-72.374718,73.279686,-76.75666,51.761162,"90.980919
"
755-N_.png,265.063538,18.37701,-101.963562,-135.806473,-42.114285,"144.992981
"
7550-N_.png,306.190186,-68.255928,5.888934,-79.015152,60.06395,"106.678421
"
7551-N_.png,345.114197,147.972015,-71.487579,-98.38945,70.863998,"102.694481
"
7552-N_.png,183.87352,-21.282921,-24.547245,-65.220314,52.604244,"104.96727
"
7553-N_.png,383.479828,10.452383,-3.317886,-81.17691,56.630447,"97.322151
"
7554-N_.png,228.070312,-45.745956,-26.837406,-95.390823,55.499462,"83.448029
"
7555-N_.png,251.47757,-3.515168,-8.52446,-97.746773,54.600708,"80.48008
"
7556-N_.png,63.293423,-84.486526,45.716148,-77.337952,51.892879,"90.492676
"
7557-N_.png,136.617249,4.134895,-87.244667,-105.954132,67.358704,"90.451302
"
7558-N_.png,381.809265,-28.114927,140.617355,-35.865761,41.68034,"136.146515
"
7559-N_.png,140.066833,11.861658,-54.420467,-52.182602,53.429752,"134.385056
"
756-N_.png,267.012573,65.447365,-6.851628,-118.960892,-59.595222,"117.546783
"
7560-N_.png,163.40329,56.512939,255.350098,-32.713577,30.264902,"158.067566
"
7561-N_.png,347.929413,16.947414,-173.262558,-125.609344,67.404739,"73.366829
"
7562-N_.png,104.876686,76.765106,33.555904,-55.409985,58.37957,"140.54776
"
7563-N_.png,259.171509,-181.841644,11.864431,-85.739922,35.271732,"58.338181
"
7564-N_.png,340.255646,-56.723492,-51.083832,-95.877602,51.079296,"76.566208
"
7565-N_.png,344.836029,-114.398018,-69.851227,-76.781113,52.618782,"92.26284
"
7566-N_.png,147.893799,20.721817,45.541504,-48.372768,51.560802,"139.244675
"
7567-N_.png,145.651825,54.173161,88.841492,-52.617992,56.618141,"142.832092
"
7568-N_.png,152.774612,-14.988441,89.108185,-75.328255,58.377979,"106.659981
"
7569-N_.png,346.755829,147.494598,-109.867058,-109.615623,76.208588,"97.197578
"
757-N_.png,135.823578,-23.384487,59.7589,-113.010979,-61.409286,"109.980629
"
7570-N_.png,312.436523,29.851517,-5.414196,-85.65081,60.981976,"100.289642
"
7571-N_.png,368.067383,-114.470474,-99.08017,-103.453873,57.275215,"79.501762
"
7572-N_.png,93.694916,22.047071,21.241278,-68.589302,59.392868,"117.711693
"
7573-N_.png,258.907806,-41.079765,-98.778633,-130.133743,39.537582,"51.893459
"
7574-N_.png,415.617065,94.158119,-86.085327,-93.959763,64.396965,"97.258499
"
7575-N_.png,231.358536,-74.855728,24.492092,-64.234467,56.534557,"116.970207
"
7576-N_.png,241.296387,65.488487,13.903417,-67.052223,59.226738,"119.387413
"
7577-N_.png,159.017914,-35.805851,24.274225,-61.649052,55.824348,"119.135406
"
7578-N_.png,381.848419,51.767296,149.816406,-46.304852,51.474358,"146.905579
"
7579-N_.png,197.65332,-4.933199,-85.99321,-79.008987,59.056488,"103.314209
"
758-N_.png,294.172516,-76.104385,-130.025558,-138.10675,-58.769485,"121.220459
"
7580-N_.png,334.876007,-182.608002,209.850906,-39.820652,45.465897,"121.883324
"
7581-N_.png,258.065735,56.858543,10.732236,-64.785896,65.220207,"134.783768
"
7582-N_.png,226.988068,23.839983,-66.287971,-89.897575,68.886909,"107.815674
"
7583-N_.png,337.057526,-0.877851,6.438025,-79.345215,58.407661,"101.445
"
7584-N_.png,91.492928,67.795601,-17.544277,-95.144951,63.154652,"93.880943
"
7585-N_.png,158.205109,-196.151443,-45.538624,-96.41497,31.039827,"54.002415
"
7586-N_.png,222.38739,-3.72928,45.606266,-49.951618,55.662537,"146.040314
"
7587-N_.png,206.167572,34.036747,83.513069,-48.018929,54.517818,"149.302246
"
7588-N_.png,171.294052,-54.514038,-95.768349,-107.407425,56.71199,"75.533066
"
7589-N_.png,54.70673,47.009418,64.863625,-42.16106,46.956936,"134.114029
"
759-N_.png,87.136993,-29.308487,98.98053,-66.788483,-61.490646,"70.457985
"
7590-N_.png,193.53688,-188.832214,-52.018028,-101.659706,6.180672,"41.600471
"
7591-N_.png,167.34639,-46.183865,-44.857895,-80.698257,61.996052,"106.493523
"
